Авиакомпания,Аэропорт вылета,Аэропорт прилета,День недели,Месяц,Время вылета,Время прилета,Продолжительность полета,Задержка прилета
Airline_B,DEN,DFW,Понедельник,Ноябрь,17,20,2.5434844285830147,-11.560782162959528
Airline_B,DFW,DEN,Среда,Февраль,5,9,1.0727362617771965,110.67236633434746
Airline_A,DEN,ORD,Пятница,Ноябрь,2,3,4.790131373726108,111.67422754275138
Airline_B,JFK,ORD,Вторник,Июль,22,3,4.217780801767568,73.56352510970422
Airline_B,JFK,ORD,Среда,Июнь,12,15,2.67703781488201,81.99774796764706
Airline_C,DFW,DFW,Воскресенье,Февраль,15,19,5.803212123244093,115.43085352006902
Airline_C,DFW,JFK,Четверг,Август,4,9,4.561876956241513,17.099292155030287
Airline_C,DFW,JFK,Четверг,Июль,3,6,4.7408832067219855,22.141851660544894
Airline_C,ORD,LAX,Суббота,Ноябрь,20,22,5.661860312215006,-55.371673497744396
Airline_C,DEN,JFK,Понедельник,Май,7,11,1.3555297971520077,-22.819078423192458
Airline_C,DFW,ORD,Четверг,Декабрь,18,20,4.808858539033565,34.192518077180864
Airline_B,LAX,ORD,Среда,Май,13,14,3.294701369885528,64.41102563123148
Airline_C,LAX,ORD,Четверг,Июль,6,8,4.5712129177515175,37.35646797451378
Airline_C,JFK,LAX,Среда,Сентябрь,13,15,1.7453977391415396,234.83347570714193
Airline_A,DEN,ORD,Вторник,Ноябрь,5,9,1.3789559098125075,-93.95998813453132
Airline_B,DFW,JFK,Суббота,Сентябрь,11,12,2.302767607617425,47.90146879154016
Airline_B,LAX,DFW,Понедельник,Сентябрь,15,17,3.4593460101728226,15.10445331218753
Airline_B,DEN,DFW,Четверг,Июнь,16,21,1.8179634943491536,20.17277340135703
Airline_C,JFK,DEN,Среда,Октябрь,12,15,5.929921763145665,-111.88946817728649
Airline_C,ORD,JFK,Пятница,Июнь,22,0,3.5450834128598903,92.37583945805133
Airline_C,DEN,ORD,Понедельник,Март,13,14,3.6614662053236517,21.60079053774667
Airline_A,DEN,DFW,Вторник,Январь,6,8,5.903273622238914,103.4524186517777
Airline_C,ORD,JFK,Среда,Июль,13,16,4.098546851412943,36.87521456521567
Airline_A,DEN,DFW,Воскресенье,Апрель,14,15,5.232078577866165,10.421402509528164
Airline_B,JFK,ORD,Воскресенье,Январь,11,15,5.708900006251582,-13.520110088876056
Airline_C,JFK,DFW,Суббота,Август,16,17,4.8237444619123,56.89065260247788
Airline_A,ORD,DEN,Суббота,Декабрь,8,12,4.857029028330578,-170.92556426121484
Airline_A,DFW,DEN,Вторник,Июнь,21,22,4.415107176854932,64.67654090090502
Airline_C,LAX,DFW,Вторник,Июнь,14,17,4.089339902291867,215.4403272287757
Airline_B,DFW,JFK,Суббота,Февраль,11,14,4.43778147729962,26.346948663062708
Airline_B,DEN,JFK,Четверг,Январь,1,2,5.230734590207054,-38.57152646693403
Airline_B,LAX,JFK,Четверг,Февраль,4,6,2.291196454996624,-42.24015613731156
Airline_A,ORD,DFW,Среда,Апрель,12,15,2.7722675568375057,50.35940379458017
Airline_A,ORD,JFK,Пятница,Февраль,19,23,1.075527086025887,0.5985887394855212
Airline_A,LAX,ORD,Среда,Январь,22,2,2.8275812174807022,83.97712818908893
Airline_A,JFK,DEN,Пятница,Июль,7,12,2.427669085824169,-8.21312050324132
Airline_B,LAX,ORD,Вторник,Ноябрь,13,17,5.596063931100595,154.89684301887647
Airline_C,DEN,JFK,Понедельник,Ноябрь,14,19,4.089652231235679,150.16865072674858
Airline_A,JFK,ORD,Среда,Декабрь,10,11,4.33735907835728,-24.450290107882196
Airline_A,ORD,JFK,Среда,Август,0,1,5.089700919014846,-4.320513833777817
Airline_B,LAX,DFW,Пятница,Июнь,20,21,2.9615437228811095,21.102714161408073
Airline_C,DFW,ORD,Вторник,Апрель,2,4,5.80726164932625,38.15115736374582
Airline_C,DFW,DFW,Вторник,Июнь,16,18,1.4596327543564602,-115.48527063435978
Airline_B,DEN,DFW,Воскресенье,Март,18,23,4.223602548323671,-82.89053229452179
Airline_B,DFW,LAX,Пятница,Декабрь,13,17,3.9334551052498523,92.5815721240007
Airline_C,LAX,JFK,Вторник,Август,21,1,1.3445965957269719,171.1920619045152
Airline_A,LAX,DEN,Суббота,Октябрь,22,23,1.1609844316873748,83.66294982357729
Airline_C,DFW,JFK,Четверг,Февраль,7,10,5.563164388453955,13.78108039866987
Airline_B,LAX,DEN,Воскресенье,Май,12,14,2.9437741203448162,156.5839668366296
Airline_A,DEN,JFK,Суббота,Январь,19,21,4.003830290500322,-6.809624251860681
Airline_A,JFK,DFW,Понедельник,Июнь,2,3,3.2381248432539986,132.65961165457958
Airline_B,DEN,ORD,Среда,Февраль,4,6,1.9384476404104076,-163.39332601308058
Airline_B,DEN,ORD,Воскресенье,Апрель,8,9,3.171085966857162,43.15205188680164
Airline_B,LAX,LAX,Понедельник,Июнь,5,10,2.11324345163982,-15.74037347065305
Airline_C,JFK,DEN,Среда,Октябрь,21,1,2.5701872157998045,22.722622337318494
Airline_C,LAX,DEN,Четверг,Ноябрь,1,4,3.86184382329483,-120.4615595944605
Airline_A,ORD,DEN,Вторник,Август,12,16,4.477109817693926,84.09929475031676
Airline_B,LAX,DFW,Суббота,Декабрь,4,8,2.9945642566845248,60.077619616044636
Airline_A,LAX,DEN,Пятница,Август,7,12,3.679171699537993,-88.57152270163294
Airline_A,LAX,ORD,Суббота,Ноябрь,22,0,1.0740749072104476,-78.8548577576218
Airline_A,JFK,DFW,Четверг,Июнь,0,3,3.9928321316819755,-87.22379854249215
Airline_A,LAX,JFK,Понедельник,Апрель,19,21,3.4078942367801903,53.71482939555249
Airline_B,JFK,DEN,Пятница,Август,11,15,5.287402533845483,-106.08299934190998
Airline_A,DFW,DEN,Вторник,Август,22,23,2.5578791835778856,-29.533833193659934
Airline_B,ORD,JFK,Четверг,Октябрь,10,14,4.304307591820864,-73.65489554132554
Airline_B,JFK,DEN,Пятница,Январь,6,8,4.086457507120152,159.44975759233813
Airline_C,DFW,JFK,Четверг,Апрель,14,18,5.001428343079176,28.83223392616323
Airline_B,JFK,DFW,Четверг,Апрель,21,22,4.449583352920262,120.30487708021258
Airline_C,JFK,ORD,Вторник,Июль,23,4,3.8368634222265925,42.23831884318832
Airline_B,ORD,JFK,Воскресенье,Ноябрь,10,12,5.572315185630076,-12.585741766167125
Airline_B,DEN,LAX,Среда,Июль,21,1,1.9992072989434408,-24.097123431267406
Airline_B,DEN,JFK,Пятница,Ноябрь,15,17,2.2868466456472,-84.5834968254874
Airline_C,JFK,DEN,Вторник,Август,2,7,2.2804550647600554,-17.15410834403782
Airline_C,LAX,DFW,Четверг,Ноябрь,19,23,2.159749460233944,-113.74154758719368
Airline_A,DFW,DFW,Вторник,Май,13,17,3.164063588265335,-57.458887527525285
